Time_ms,Angle,PWM_us,Thrust_g,Voltage_V,Current_A,Power_W,Temp_C
275015,116,1644,242.21,12.81,1.63,20.89,45.26
275287,116,1644,242.23,12.81,1.57,20.14,45.31
275557,116,1644,239.83,12.81,1.73,22.12,45.35
275828,116,1644,235.32,12.81,1.63,20.86,45.39
276099,116,1644,237.25,12.81,1.53,19.55,45.42
276640,117,1650,252.93,12.81,1.74,22.25,45.51
276912,117,1650,267.39,12.81,1.87,23.92,45.54
277182,117,1650,264.97,12.81,1.76,22.58,45.59
277453,117,1650,262.52,12.80,1.88,24.02,45.66
277724,117,1650,290.03,12.80,1.95,24.94,45.70
277994,117,1650,262.40,12.80,1.89,24.16,45.73
278265,117,1650,259.17,12.80,1.81,23.17,45.77
278536,117,1650,258.34,12.79,1.88,24.08,45.81
278807,117,1650,256.91,12.79,1.91,24.42,45.85
279077,117,1650,259.44,12.79,1.99,25.49,45.90
279349,117,1650,259.42,12.79,1.88,23.99,45.94
279619,117,1650,260.22,12.79,1.81,23.22,45.97
279890,117,1650,256.96,12.80,1.71,21.85,46.01
280161,117,1650,261.44,12.79,1.73,22.14,46.06
280432,117,1650,264.93,12.79,1.87,23.91,46.11
280702,117,1650,264.66,12.79,2.04,26.06,46.15
280974,117,1650,265.07,12.78,2.23,28.48,46.19
281244,117,1650,300.14,12.79,2.25,28.77,46.23
281516,117,1650,269.19,12.79,2.14,27.32,46.27
281786,117,1650,264.81,12.79,2.01,25.64,46.30
282056,117,1650,268.30,12.78,2.07,26.49,46.34
282328,117,1650,271.72,12.78,2.19,28.01,46.39
282598,117,1650,267.30,12.78,2.07,26.45,46.43
282869,117,1650,265.91,12.78,2.21,28.26,46.47
283140,117,1650,268.95,12.78,2.18,27.80,46.51
283411,117,1650,266.81,12.78,2.12,27.12,46.55
283681,117,1650,266.21,12.79,2.14,27.36,46.60
283953,117,1650,269.25,12.79,2.14,27.38,46.63
284223,117,1650,269.91,12.79,2.24,28.63,46.67
284494,117,1650,265.65,12.79,2.29,29.28,46.71
284765,117,1650,264.46,12.79,2.14,27.31,46.76
285036,117,1650,269.32,12.79,2.23,28.47,46.80
285306,117,1650,266.15,12.79,2.38,30.46,46.83
285577,117,1650,271.19,12.79,2.41,30.83,46.87
285848,117,1650,267.27,12.79,2.38,30.40,46.91
286118,117,1650,269.78,12.79,2.31,29.55,46.95
286660,118,1655,273.37,12.79,2.24,28.70,47.02
286931,118,1655,278.10,12.78,2.35,30.09,47.06
287202,118,1655,280.87,12.78,2.34,29.93,47.09
287473,118,1655,281.13,12.78,2.26,28.84,47.16
287744,118,1655,276.91,12.78,2.10,26.90,47.19
288015,118,1655,278.17,12.78,2.28,29.13,47.23
288285,118,1655,272.95,12.77,2.40,30.67,47.25
288557,118,1655,308.35,12.40,4.37,54.17,47.29
288827,118,1655,276.89,12.44,4.21,52.41,47.33
289097,118,1655,273.49,12.47,3.97,49.52,47.35
289369,118,1655,273.87,12.50,3.78,47.29,47.39
289639,118,1655,270.46,12.53,3.49,43.69,47.43
289910,118,1655,273.85,12.56,3.25,40.80,47.48
290181,118,1655,269.27,12.58,3.02,38.01,47.51
290452,118,1655,273.63,12.60,2.85,35.95,47.55
290722,118,1655,274.21,12.62,2.78,35.12,47.58
290994,118,1655,276.73,12.63,2.74,34.65,47.61
291264,118,1655,274.11,12.65,2.82,35.72,47.65
291535,118,1655,281.78,12.66,2.76,34.91,47.70
291806,118,1655,281.16,12.68,2.64,33.44,47.70
292077,118,1655,284.02,12.69,2.49,31.64,47.75
292347,118,1655,316.41,12.70,2.53,32.08,47.80
292618,118,1655,281.32,12.71,2.59,32.94,47.84
292889,118,1655,280.03,12.71,2.52,32.03,47.87
293159,118,1655,282.01,12.72,2.31,29.41,47.92
293431,118,1655,275.97,12.73,2.18,27.72,47.97
293701,118,1655,277.23,12.73,2.26,28.83,48.02
293972,118,1655,276.94,12.73,2.08,26.43,48.07
294243,118,1655,272.85,12.74,2.12,27.02,48.11
294514,118,1655,274.06,12.75,2.07,26.41,48.14
294785,118,1655,272.31,12.75,2.03,25.86,48.18
295056,118,1655,273.29,12.75,1.92,24.42,48.22
295326,118,1655,273.83,12.75,1.87,23.88,48.26
295598,118,1655,291.71,12.71,2.26,28.68,48.31
295868,118,1655,270.65,12.72,2.29,29.13,48.35
296139,118,1655,268.42,12.73,2.24,28.51,48.39
296681,119,1661,280.03,12.73,2.24,28.48,48.48
296951,119,1661,286.14,12.74,2.24,28.56,48.52
297223,119,1661,281.73,12.74,2.30,29.31,48.53
297493,119,1661,281.38,12.74,2.35,29.88,48.57
297764,119,1661,276.61,12.74,2.24,28.51,48.62
298035,119,1661,278.38,12.75,2.20,28.03,48.66
298306,119,1661,281.81,12.75,2.04,26.00,48.75
298576,119,1661,279.87,12.75,1.97,25.11,48.78
298848,119,1661,283.78,12.75,2.00,25.54,48.82
299118,119,1661,300.84,12.73,2.28,29.09,48.86
299389,119,1661,290.46,12.73,2.49,31.65,48.91
299660,119,1661,289.89,12.73,2.37,30.20,48.95
299931,119,1661,286.66,12.74,2.23,28.42,48.98
300201,119,1661,289.71,12.74,2.16,27.58,49.02
300473,119,1661,286.36,12.74,2.27,28.97,49.06
300743,119,1661,290.43,12.74,2.19,27.89,49.10
301015,119,1661,286.47,12.75,2.24,28.51,49.16
301285,119,1661,289.78,12.75,2.25,28.69,49.20
301556,119,1661,292.78,12.75,2.20,28.01,49.24
301827,119,1661,288.38,12.75,2.04,25.98,49.27
302098,119,1661,290.69,12.76,2.24,28.59,49.31
302368,119,1661,288.61,12.75,2.24,28.57,49.35
302640,119,1661,295.27,12.75,2.34,29.77,49.39
302910,119,1661,286.76,12.75,2.45,31.24,49.43
303181,119,1661,285.40,12.75,2.43,30.96,49.47
303452,119,1661,285.25,12.75,2.27,29.00,49.51
303722,119,1661,284.16,12.75,2.26,28.76,49.55
303993,119,1661,285.92,12.76,2.19,27.89,49.60
304264,119,1661,287.55,12.76,2.12,27.09,49.63
304535,119,1661,287.88,12.76,2.23,28.45,49.67
304805,119,1661,283.56,12.75,2.36,30.14,49.71
305077,119,1661,288.34,12.76,2.32,29.60,49.75
305347,119,1661,287.73,12.76,2.20,28.07,49.79
305618,119,1661,286.33,12.75,2.38,30.36,49.82
305889,119,1661,287.30,12.75,2.30,29.31,49.85
306160,119,1661,286.44,12.75,2.46,31.39,49.89
306702,120,1666,292.03,12.75,2.26,28.87,49.97
306972,120,1666,305.49,12.75,2.33,29.67,49.98
307244,120,1666,303.99,12.74,2.23,28.40,50.02
307515,120,1666,304.57,12.75,2.30,29.26,50.07
307785,120,1666,307.11,12.75,2.15,27.38,50.12
308057,120,1666,297.08,12.75,2.13,27.10,50.14
308327,120,1666,298.54,12.74,2.13,27.13,50.18
308597,120,1666,304.03,12.74,2.05,26.13,50.23
308869,120,1666,310.66,12.74,2.24,28.53,50.27
309139,120,1666,308.02,12.75,2.23,28.42,50.31
309410,120,1666,306.01,12.74,2.32,29.55,50.36
309681,120,1666,343.18,12.30,4.52,55.54,50.40
309952,120,1666,304.93,12.35,4.16,51.38,50.44
310222,120,1666,306.48,12.39,4.11,50.90,50.49
310494,120,1666,308.69,12.42,4.01,49.80,50.53
310764,120,1666,300.70,12.45,3.71,46.24,50.57
311035,120,1666,307.71,12.48,3.54,44.11,50.61
311306,120,1666,310.27,12.51,3.38,42.30,50.64
311577,120,1666,307.44,12.53,3.33,41.67,50.67
311847,120,1666,308.01,12.55,3.31,41.48,50.71
312119,120,1666,310.22,12.57,3.12,39.27,50.75
312389,120,1666,305.42,12.59,2.96,37.27,50.79
312660,120,1666,308.40,12.61,2.78,34.99,50.83
312931,120,1666,306.29,12.62,2.90,36.58,50.88
313202,120,1666,306.36,12.63,2.85,36.05,50.93
313473,120,1666,301.95,12.64,2.91,36.78,50.97
313744,120,1666,309.60,12.65,2.97,37.63,51.01
314014,120,1666,305.70,12.66,3.05,38.58,51.05
314286,120,1666,311.93,12.67,2.88,36.45,51.10
314556,120,1666,304.17,12.67,2.82,35.74,51.15
314826,120,1666,303.99,12.68,2.95,37.35,51.19
315098,120,1666,306.94,12.69,2.77,35.15,51.24
315368,120,1666,306.47,12.69,2.83,35.98,51.27
315639,120,1666,309.43,12.70,2.79,35.41,51.31
315910,120,1666,306.66,12.70,2.54,32.27,51.35
316181,120,1666,310.51,12.70,2.60,33.00,51.39
316723,121,1672,352.97,12.25,4.64,56.84,51.49
316993,121,1672,332.53,12.30,4.56,56.10,51.53
317264,121,1672,333.00,12.34,4.34,53.51,51.56
317535,121,1672,334.52,12.38,4.08,50.51,51.59
317805,121,1672,331.92,12.41,3.76,46.69,51.62
318076,121,1672,327.61,12.45,3.70,46.02,51.66
318347,121,1672,327.32,12.47,3.69,46.03,51.71
318618,121,1672,328.23,12.49,3.70,46.22,51.76
318888,121,1672,330.58,12.52,3.44,43.08,51.80
319160,121,1672,330.82,12.54,3.15,39.50,51.85
319430,121,1672,331.70,12.55,3.23,40.53,51.89
319702,121,1672,326.61,12.57,3.19,40.07,51.93
319972,121,1672,326.49,12.58,2.97,37.32,51.97
320243,121,1672,353.07,12.14,5.07,61.56,52.02
320514,121,1672,328.31,12.20,4.86,59.27,52.06
320785,121,1672,329.22,12.25,4.80,58.73,52.10
321055,121,1672,330.26,12.29,4.69,57.60,52.14
321327,121,1672,328.52,12.33,4.54,55.95,52.19
321597,121,1672,332.31,12.37,4.41,54.55,52.22
321868,121,1672,324.95,12.40,4.19,51.98,52.27
322139,121,1672,330.42,12.43,4.23,52.53,52.32
322410,121,1672,327.94,12.46,4.24,52.83,52.35
322680,121,1672,327.33,12.48,3.94,49.22,52.39
322951,121,1672,321.07,12.50,3.73,46.61,52.44
323222,121,1672,322.63,12.53,3.66,45.83,52.48
323492,121,1672,326.09,12.54,3.50,43.91,52.51
323764,121,1672,356.00,12.12,5.42,65.67,52.56
324034,121,1672,324.00,12.18,5.05,61.47,52.59
324305,121,1672,318.68,12.23,4.76,58.29,52.63
324576,121,1672,322.60,12.28,4.59,56.30,52.68
324847,121,1672,325.00,12.32,4.48,55.15,52.72
325117,121,1672,330.87,12.36,4.33,53.54,52.76
325389,121,1672,329.81,12.39,4.09,50.71,52.81
325659,121,1672,327.47,12.43,3.98,49.46,52.84
325931,121,1672,331.10,12.45,3.74,46.55,52.88
326201,121,1672,329.71,12.48,3.62,45.14,52.92
326743,122,1677,338.16,12.52,3.23,40.43,53.01
327013,122,1677,341.63,12.54,3.21,40.25,53.05
327284,122,1677,374.49,12.22,4.42,53.95,53.09
327556,122,1677,342.31,12.27,4.25,52.11,53.12
327826,122,1677,342.71,12.31,4.16,51.17,53.16
328097,122,1677,343.28,12.34,3.88,47.83,53.20
328368,122,1677,341.16,12.38,3.86,47.77,53.23
328638,122,1677,342.12,12.41,3.75,46.50,53.28
328909,122,1677,340.15,12.44,3.68,45.73,53.32
329180,122,1677,335.27,12.46,3.75,46.79,53.35
329451,122,1677,333.05,12.48,3.55,44.32,53.38
329721,122,1677,336.86,12.51,3.33,41.63,53.42
329993,122,1677,339.39,12.53,3.33,41.71,53.46
330263,122,1677,341.10,12.54,3.35,42.05,53.50
330534,122,1677,343.86,12.55,3.42,42.92,53.54
330805,122,1677,334.81,12.57,3.24,40.73,53.59
331076,122,1677,338.06,12.58,3.18,39.96,53.64
331346,122,1677,335.86,12.59,3.12,39.25,53.68
331618,122,1677,338.73,12.60,3.01,37.89,53.74
331888,122,1677,339.80,12.61,2.86,36.01,53.84
332160,122,1677,339.76,12.62,2.73,34.50,53.89
332430,122,1677,341.31,12.63,2.65,33.52,53.92
332701,122,1677,342.62,12.64,2.60,32.92,53.95
332972,122,1677,342.65,12.65,2.60,32.83,53.99
333243,122,1677,342.99,12.66,2.57,32.48,54.03
333513,122,1677,343.24,12.66,2.45,31.04,54.06
333785,122,1677,337.25,12.67,2.44,30.86,54.09
334055,122,1677,342.07,12.67,2.53,32.01,54.13
334325,122,1677,381.08,12.40,3.87,47.94,54.16
334597,122,1677,339.44,12.43,3.85,47.85,54.21
334867,122,1677,343.70,12.45,3.73,46.39,54.25
335138,122,1677,348.14,12.48,3.55,44.25,54.30
335409,122,1677,350.39,12.50,3.36,41.95,54.35
335680,122,1677,348.10,12.52,3.11,38.94,54.39
335950,122,1677,347.18,12.54,3.09,38.71,54.51
336222,122,1677,345.21,12.55,3.23,40.56,54.55
336763,123,1683,348.68,12.58,3.03,38.11,54.61
337034,123,1683,347.93,12.59,3.11,39.16,54.64
337305,123,1683,351.81,12.59,3.15,39.65,54.68
337575,123,1683,358.30,12.60,2.96,37.29,54.71
337847,123,1683,396.08,12.18,5.11,62.21,54.75
338117,123,1683,360.21,12.22,4.98,60.92,54.79
338388,123,1683,360.74,12.27,4.62,56.68,54.83
338659,123,1683,359.58,12.31,4.54,55.93,54.86
338929,123,1683,358.00,12.35,4.30,53.16,54.90
339201,123,1683,360.48,12.38,4.14,51.27,54.94
339471,123,1683,360.66,12.41,3.91,48.46,54.98
339742,123,1683,356.76,12.43,3.86,47.95,55.01
340013,123,1683,362.29,12.46,3.97,49.42,55.06
340284,123,1683,358.55,12.48,3.99,49.73,55.09
340554,123,1683,357.81,12.50,3.89,48.64,55.17
340826,123,1683,361.07,12.52,3.80,47.56,55.21
341096,123,1683,361.06,12.54,3.66,45.85,55.26
341367,123,1683,390.19,12.19,5.27,64.25,55.31
341638,123,1683,359.17,12.24,5.14,62.84,55.35
341909,123,1683,361.10,12.28,4.96,60.86,55.38
342179,123,1683,359.60,12.31,4.93,60.77,55.43
342451,123,1683,356.10,12.35,4.81,59.34,55.47
342721,123,1683,357.89,12.39,4.79,59.35,55.44
342992,123,1683,351.33,12.42,4.43,55.03,55.48
343263,123,1683,359.76,12.45,4.28,53.25,55.53
343533,123,1683,351.12,12.47,3.99,49.78,55.58
343804,123,1683,348.76,12.49,3.90,48.76,55.63
344075,123,1683,350.56,12.51,3.88,48.60,55.68
344346,123,1683,343.77,12.53,3.84,48.07,55.73
344616,123,1683,340.45,12.54,3.63,45.54,55.77
344888,123,1683,346.24,12.55,3.63,45.50,55.82
345158,123,1683,372.91,12.56,3.58,45.00,55.86
345430,123,1683,342.37,12.58,3.37,42.41,55.90
345700,123,1683,338.33,12.58,3.48,43.79,55.94
345971,123,1683,337.49,12.60,3.31,41.71,55.98
346242,123,1683,338.41,12.61,3.25,41.03,56.02
346783,124,1688,349.18,12.62,3.35,42.28,56.11
347055,124,1688,356.95,12.62,3.29,41.52,56.15
347325,124,1688,354.72,12.62,3.41,43.00,56.20
347596,124,1688,354.53,12.62,3.54,44.68,56.25
347867,124,1688,360.65,12.62,3.75,47.31,56.29
348138,124,1688,365.98,12.62,3.86,48.77,56.34
348408,124,1688,360.47,12.62,3.63,45.78,56.38
348680,124,1688,357.29,12.62,3.82,48.22,56.42
348950,124,1688,363.98,12.63,3.62,45.76,56.46
349221,124,1688,364.98,12.64,3.42,43.19,56.53
349492,124,1688,361.27,12.63,3.57,45.04,56.58
349763,124,1688,359.48,12.63,3.51,44.29,56.61
350033,124,1688,358.17,12.64,3.34,42.22,56.65
350305,124,1688,362.02,12.63,3.48,43.98,56.69
350575,124,1688,359.35,12.63,3.48,43.99,56.66
350846,124,1688,357.63,12.64,3.31,41.86,56.70
351117,124,1688,365.16,12.64,3.23,40.87,56.74
351388,124,1688,362.79,12.64,3.15,39.80,56.79
351659,124,1688,364.65,12.64,3.09,39.00,56.83
351930,124,1688,366.40,12.64,3.05,38.58,56.87
352200,124,1688,364.63,12.65,3.09,39.05,56.92
352472,124,1688,361.70,12.65,3.15,39.83,56.96
352742,124,1688,367.41,12.65,3.09,39.13,57.07
353013,124,1688,370.55,12.65,3.05,38.60,57.11
353284,124,1688,371.95,12.65,3.07,38.78,57.15
353555,124,1688,370.86,12.64,3.17,40.05,57.18
353825,124,1688,362.44,12.64,3.10,39.24,57.21
354096,124,1688,361.47,12.64,3.32,41.97,57.26
354367,124,1688,360.76,12.64,3.52,44.52,57.31
354638,124,1688,361.31,12.65,3.38,42.81,57.35
354909,124,1688,363.51,12.64,3.49,44.14,57.39
355179,124,1688,360.88,12.64,3.33,42.08,57.43
355450,124,1688,362.56,12.64,3.43,43.31,57.46
355722,124,1688,363.71,12.63,3.62,45.79,57.51
355992,124,1688,368.80,12.63,3.60,45.42,57.55
356262,124,1688,367.79,12.63,3.41,43.14,57.58
356804,125,1694,376.50,12.63,3.73,47.08,57.66
357075,125,1694,384.14,12.63,3.93,49.57,57.70
357346,125,1694,386.90,12.63,3.89,49.11,57.74
357617,125,1694,386.09,12.63,4.03,50.94,57.77
357888,125,1694,393.65,12.62,3.79,47.90,57.81
358159,125,1694,388.51,12.63,3.51,44.34,57.85
358429,125,1694,390.46,12.63,3.36,42.45,57.90
358701,125,1694,393.11,12.62,3.46,43.61,57.94
358971,125,1694,420.56,12.22,5.52,67.49,57.97
359242,125,1694,396.20,12.26,5.35,65.57,58.02
359513,125,1694,397.64,12.29,5.30,65.11,58.05
359784,125,1694,395.24,12.32,4.97,61.22,58.09
360054,125,1694,395.70,12.35,4.94,61.00,58.13
360326,125,1694,391.42,12.37,4.78,59.14,58.16
360596,125,1694,386.30,12.40,4.63,57.37,58.19
360867,125,1694,390.23,12.42,4.60,57.16,58.24
361138,125,1694,388.54,12.44,4.62,57.41,58.29
361409,125,1694,394.01,12.45,4.40,54.80,58.33
361679,125,1694,391.43,12.47,4.31,53.73,58.37
361950,125,1694,391.04,12.49,4.25,53.05,58.41
362221,125,1694,389.49,12.50,4.25,53.17,58.45
362491,125,1694,420.24,12.09,6.23,75.28,58.49
362763,125,1694,384.06,12.14,5.84,70.84,58.53
363033,125,1694,380.29,12.19,5.52,67.28,58.58
363304,125,1694,381.00,12.24,5.32,65.06,58.62
363575,125,1694,383.88,12.27,5.16,63.37,58.66
363846,125,1694,385.79,12.31,4.97,61.15,58.69
364116,125,1694,387.86,12.34,4.77,58.83,58.73
364388,125,1694,385.29,12.37,4.72,58.38,58.77
364658,125,1694,382.72,12.40,4.60,57.08,58.80
364930,125,1694,376.98,12.42,4.67,57.98,58.84
365200,125,1694,381.62,12.43,4.66,57.88,58.89
365471,125,1694,371.64,12.45,4.47,55.68,58.92
365742,125,1694,376.14,12.47,4.37,54.44,58.94
366012,125,1694,400.46,12.10,6.00,72.55,58.99
366283,125,1694,379.33,12.15,5.75,69.90,59.03
366825,126,1700,384.53,12.24,5.50,67.38,59.13
367095,126,1700,394.54,12.28,5.25,64.48,59.17
367367,126,1700,400.95,12.32,4.87,59.93,59.21
367637,126,1700,405.22,12.35,4.54,56.08,59.25
367908,126,1700,406.59,12.37,4.56,56.43,59.30
368179,126,1700,399.27,12.39,4.54,56.21,59.34
368450,126,1700,398.89,12.41,4.41,54.73,59.37
368720,126,1700,400.52,12.43,4.27,53.10,59.40
368992,126,1700,405.47,12.44,4.00,49.80,59.44
369262,126,1700,398.47,12.45,4.06,50.58,59.49
369532,126,1700,398.92,12.47,4.14,51.59,59.54
369804,126,1700,421.20,12.48,4.19,52.30,59.58
370074,126,1700,395.24,12.49,4.29,53.58,59.62
370345,126,1700,390.04,12.50,4.28,53.56,59.65
370616,126,1700,389.23,12.51,4.24,53.09,59.69
370887,126,1700,380.35,12.52,4.46,55.78,59.75
371158,126,1700,384.59,12.53,4.34,54.32,59.80
371429,126,1700,382.96,12.53,4.21,52.82,59.84
371699,126,1700,388.08,12.55,3.99,50.11,59.88
371971,126,1700,379.47,12.56,4.00,50.25,59.93
372241,126,1700,384.05,12.56,4.02,50.46,59.97
372512,126,1700,390.84,12.57,3.80,47.78,60.01
372783,126,1700,394.26,12.57,3.78,47.50,60.06
373054,126,1700,395.17,12.58,3.65,45.94,60.09
373324,126,1700,396.06,12.58,3.87,48.71,60.13
373596,126,1700,395.15,12.58,3.99,50.20,60.17
373866,126,1700,393.30,12.58,4.15,52.25,60.21
374137,126,1700,393.46,12.59,3.95,49.67,60.26
374408,126,1700,396.31,12.59,3.82,48.07,60.29
374678,126,1700,400.56,12.59,3.81,47.93,60.34
374949,126,1700,399.65,12.59,3.95,49.67,60.38
375220,126,1700,399.28,12.58,4.03,50.76,60.42
375491,126,1700,397.44,12.59,4.24,53.34,60.46
375761,126,1700,394.15,12.59,4.24,53.42,60.50
376033,126,1700,399.74,12.59,4.07,51.28,60.56
376303,126,1700,387.56,12.59,4.19,52.78,60.59
376845,127,1705,419.91,12.59,4.15,52.26,60.68
377116,127,1705,399.95,12.58,4.14,52.07,60.72
377387,127,1705,402.92,12.59,4.10,51.63,60.76
377658,127,1705,412.17,12.59,3.99,50.23,60.80
377928,127,1705,415.08,12.59,4.06,51.08,60.84
378200,127,1705,408.31,12.59,4.02,50.65,60.88
378470,127,1705,404.52,12.59,3.91,49.22,60.91
378741,127,1705,410.32,12.59,4.10,51.66,60.93
379012,127,1705,411.16,12.59,3.88,48.83,60.96
379283,127,1705,414.77,12.59,3.71,46.67,61.01
379553,127,1705,411.36,12.59,3.71,46.76,61.05
379825,127,1705,402.94,12.59,3.47,43.67,61.09
380095,127,1705,405.70,12.59,3.45,43.42,61.13
380365,127,1705,421.16,12.59,3.37,42.44,61.16
380637,127,1705,395.30,12.59,3.51,44.18,61.21
380907,127,1705,400.34,12.59,3.34,42.02,61.24
381178,127,1705,400.42,12.59,3.31,41.64,61.29
381449,127,1705,400.84,12.59,3.15,39.73,61.32
381720,127,1705,396.67,12.59,3.40,42.75,61.36
381990,127,1705,396.55,12.59,3.55,44.65,61.41
382262,127,1705,399.39,12.59,3.59,45.22,61.46
382532,127,1705,403.47,12.60,3.48,43.81,61.50
382803,127,1705,406.58,12.60,3.49,43.91,61.54
383074,127,1705,405.06,12.60,3.29,41.50,61.58
383345,127,1705,401.90,12.60,3.53,44.53,61.62
383616,127,1705,407.69,12.59,3.63,45.67,61.65
383887,127,1705,424.07,12.60,3.46,43.63,61.68
384157,127,1705,399.30,12.60,3.27,41.15,61.72
384428,127,1705,405.10,12.60,3.56,44.88,61.77
384699,127,1705,411.11,12.60,3.58,45.16,61.81
384969,127,1705,408.76,12.59,3.45,43.44,61.86
385241,127,1705,408.04,12.59,3.62,45.62,61.90
385511,127,1705,409.64,12.59,3.62,45.54,61.95
385782,127,1705,411.74,12.59,3.56,44.82,62.00
386053,127,1705,411.29,12.59,3.83,48.25,62.04
386324,127,1705,413.77,12.59,3.61,45.50,62.07
386865,128,1711,418.27,12.58,3.59,45.19,62.15
387136,128,1711,421.56,12.57,3.90,49.05,62.18
387406,128,1711,420.46,12.58,3.70,46.59,62.22
387678,128,1711,424.70,12.58,3.74,47.05,62.26
387949,128,1711,419.23,12.58,3.59,45.16,62.31
388219,128,1711,427.04,12.57,3.52,44.25,62.34
388490,128,1711,425.22,12.56,3.86,48.47,62.38
388761,128,1711,427.80,12.56,3.72,46.69,62.42
389031,128,1711,422.23,12.56,3.63,45.55,62.45
389303,128,1711,430.11,12.56,3.69,46.32,62.49
389573,128,1711,427.91,12.56,3.93,49.31,62.53
389844,128,1711,430.48,12.56,3.86,48.48,62.58
390115,128,1711,424.00,12.56,3.79,47.65,62.61
390386,128,1711,427.52,12.55,4.01,50.40,62.66
390657,128,1711,425.74,12.56,3.96,49.75,62.69
390928,128,1711,451.99,12.56,3.87,48.60,62.73
391198,128,1711,431.00,12.56,3.92,49.24,62.77
391470,128,1711,425.49,12.55,4.14,52.01,62.82
391740,128,1711,428.25,12.55,4.30,53.97,62.86
392010,128,1711,426.25,12.55,4.20,52.66,62.89
392282,128,1711,427.70,12.54,4.43,55.57,62.93
392552,128,1711,428.47,12.54,4.56,57.25,62.97
392823,128,1711,420.33,12.54,4.58,57.48,63.01
393094,128,1711,423.20,12.55,4.42,55.49,63.05
393365,128,1711,421.51,12.55,4.49,56.37,63.09
393635,128,1711,416.34,12.56,4.38,54.95,63.12
393907,128,1711,421.72,12.56,4.21,52.90,63.16
394177,128,1711,422.12,12.56,4.30,54.06,63.19
394448,128,1711,451.92,12.57,4.10,51.46,63.24
394719,128,1711,432.30,12.57,3.95,49.61,63.28
394990,128,1711,423.78,12.57,3.88,48.76,63.32
395260,128,1711,427.34,12.57,3.85,48.36,63.36
395532,128,1711,428.86,12.57,4.10,51.51,63.40
395802,128,1711,429.08,12.57,4.15,52.14,63.44
396073,128,1711,424.37,12.56,4.41,55.36,63.48
396344,128,1711,414.24,12.56,4.16,52.26,63.51
396886,129,1716,426.11,12.55,4.27,53.56,63.58
397156,129,1716,431.69,12.56,4.07,51.11,63.62
397427,129,1716,426.55,12.55,4.30,53.98,63.65
397698,129,1716,429.46,12.55,4.09,51.38,63.69
397969,129,1716,453.77,12.55,3.96,49.68,63.72
398239,129,1716,427.36,12.55,3.78,47.42,63.77
398511,129,1716,421.27,12.56,3.68,46.15,63.81
398781,129,1716,424.00,12.55,3.93,49.34,63.85
399052,129,1716,418.68,12.56,3.85,48.33,63.90
399323,129,1716,421.39,12.56,3.82,47.97,63.93
399594,129,1716,420.37,12.55,4.03,50.61,63.97
399864,129,1716,422.66,12.56,3.96,49.75,64.00
400135,129,1716,420.22,12.56,3.80,47.76,64.05
400406,129,1716,421.24,12.56,3.80,47.76,64.09
400676,129,1716,420.23,12.56,3.99,50.15,64.13
400948,129,1716,416.97,12.56,4.00,50.24,64.16
401219,129,1716,419.54,12.56,3.85,48.38,64.19
401489,129,1716,439.54,12.56,3.99,50.15,64.23
401761,129,1716,424.13,12.56,3.87,48.59,64.28
402031,129,1716,419.06,12.55,4.12,51.73,64.33
402302,129,1716,421.88,12.56,4.09,51.41,64.37
402573,129,1716,420.02,12.55,3.97,49.79,64.41
402843,129,1716,416.46,12.55,3.79,47.52,64.45
403115,129,1716,419.59,12.56,3.82,48.00,64.48
403385,129,1716,419.57,12.56,3.76,47.21,64.51
403656,129,1716,422.31,12.56,3.68,46.21,64.56
403927,129,1716,419.63,12.55,3.83,48.08,64.59
404198,129,1716,421.48,12.54,3.75,47.07,64.63
404468,129,1716,421.25,12.54,3.95,49.51,64.67
404740,129,1716,418.37,12.54,3.91,49.02,64.70
405010,129,1716,443.23,12.54,4.01,50.24,64.75
405281,129,1716,426.78,12.54,3.87,48.57,64.79
405552,129,1716,421.13,12.53,3.89,48.72,64.82
405822,129,1716,416.37,12.54,3.73,46.76,64.86
406093,129,1716,425.70,12.54,3.71,46.55,64.90
406364,129,1716,424.18,12.54,3.71,46.55,64.94
406905,130,1722,425.84,12.54,3.95,49.56,65.00
407177,130,1722,433.06,12.54,3.82,47.96,65.04
407447,130,1722,431.57,12.53,4.06,50.85,65.08
407718,130,1722,438.86,12.54,3.96,49.69,65.12
407989,130,1722,431.84,12.54,3.88,48.63,65.16
408260,130,1722,427.79,12.53,3.97,49.69,65.20
408530,130,1722,455.91,12.53,4.07,51.06,65.24
408802,130,1722,436.46,12.54,3.97,49.79,65.27
409072,130,1722,435.88,12.54,3.84,48.16,65.31
409344,130,1722,429.42,12.54,3.83,48.09,65.35
409614,130,1722,432.60,12.54,3.82,47.93,65.38
409885,130,1722,434.75,12.54,3.86,48.35,65.41
410156,130,1722,432.24,12.54,4.00,50.20,65.46
410426,130,1722,426.51,12.54,3.88,48.64,65.49
410697,130,1722,423.78,12.54,3.84,48.14,65.53
410968,130,1722,426.80,12.54,3.81,47.81,65.56
411239,130,1722,425.86,12.54,3.99,50.00,65.58
411509,130,1722,422.57,12.54,4.03,50.57,65.62
411781,130,1722,417.48,12.54,3.89,48.78,65.66
412051,130,1722,426.88,12.54,3.78,47.43,65.69
412322,130,1722,425.72,12.54,3.86,48.37,65.73
412593,130,1722,430.11,12.54,3.94,49.37,65.78
412864,130,1722,427.15,12.54,3.75,47.04,65.83
413134,130,1722,430.56,12.53,3.75,46.98,65.87
413406,130,1722,437.81,12.53,3.87,48.50,65.91
