Time_ms,Angle,PWM_us,Thrust_g,Voltage_V,Current_A,Power_W,Temp_C
27576,90,1500,-0.15,12.98,-0.47,-6.06,38.93
27846,90,1500,0.03,12.98,-0.47,-6.11,38.93
28118,90,1500,-0.69,12.98,-0.48,-6.17,38.93
28388,90,1500,0.04,12.98,-0.48,-6.21,38.92
28659,90,1500,-0.03,12.98,-0.47,-6.16,38.92
28930,90,1500,-0.41,12.98,-0.47,-6.11,38.91
29200,90,1500,-0.35,12.98,-0.47,-6.07,38.91
29471,90,1500,0.02,12.98,-0.47,-6.13,38.89
29742,90,1500,-0.25,12.98,-0.46,-5.99,38.88
30013,90,1500,-0.32,12.98,-0.47,-6.05,38.87
30283,90,1500,-0.12,12.98,-0.47,-6.11,38.86
30555,90,1500,-0.29,12.98,-0.47,-6.07,38.85
30825,90,1500,-0.61,12.98,-0.46,-5.93,38.84
31096,90,1500,0.08,12.98,-0.46,-6.00,38.83
31367,90,1500,-0.22,12.98,-0.47,-6.07,38.82
31638,90,1500,-0.46,12.98,-0.46,-6.03,38.82
31908,90,1500,-0.01,12.98,-0.47,-6.09,38.81
32180,90,1500,-0.21,12.98,-0.47,-6.14,38.81
32450,90,1500,-0.37,12.98,-0.47,-6.10,38.80
32721,90,1500,0.10,12.98,-0.47,-6.06,38.79
32992,90,1500,-0.59,12.98,-0.47,-6.11,38.78
33263,90,1500,-0.07,12.98,-0.47,-6.07,38.78
33533,90,1500,-0.30,12.98,-0.46,-6.03,38.78
33804,90,1500,-0.21,12.98,-0.46,-6.00,38.78
34075,90,1500,-0.28,12.98,-0.46,-5.96,38.78
34345,90,1500,-0.53,12.98,-0.45,-5.84,38.76
34617,90,1500,0.07,12.98,-0.46,-5.92,38.76
34887,90,1500,-0.34,12.98,-0.46,-5.99,38.75
35159,90,1500,-0.48,12.98,-0.47,-6.06,38.74
35429,90,1500,0.08,12.98,-0.48,-6.21,38.73
35699,90,1500,-0.67,12.98,-0.47,-6.16,38.72
35971,90,1500,-0.11,12.98,-0.49,-6.30,38.71
36241,90,1500,-0.46,12.98,-0.49,-6.34,38.70
36512,90,1500,0.03,12.98,-0.48,-6.27,38.69
36783,90,1500,-0.48,12.98,-0.48,-6.21,38.69
37054,90,1500,-0.39,12.98,-0.48,-6.25,38.68
37324,90,1500,0.17,12.98,-0.48,-6.29,38.67
37596,90,1500,-0.39,12.98,-0.49,-6.33,38.67
37866,90,1500,-0.26,12.98,-0.49,-6.36,38.67
38137,90,1500,-0.21,12.98,-0.48,-6.29,38.66
38408,90,1500,-0.29,12.98,-0.49,-6.33,38.66
38678,90,1500,-0.33,12.98,-0.49,-6.36,38.65
38949,90,1500,-0.15,12.98,-0.48,-6.29,38.64
39220,90,1500,-0.57,12.98,-0.48,-6.23,38.64
39491,90,1500,-0.34,12.98,-0.48,-6.17,38.62
39761,90,1500,-0.07,12.98,-0.48,-6.22,38.61
40033,90,1500,-0.24,12.98,-0.47,-6.07,38.60
40303,90,1500,-0.18,12.98,-0.47,-6.13,38.59
40574,90,1500,-0.42,12.98,-0.48,-6.18,38.58
40845,90,1500,-0.12,12.98,-0.48,-6.22,38.57
41116,90,1500,-0.17,12.98,-0.48,-6.27,38.56
41387,90,1500,-0.50,12.98,-0.49,-6.30,38.55
41658,90,1500,0.26,12.98,-0.49,-6.34,38.55
41928,90,1500,-0.88,12.98,-0.49,-6.37,38.54
42199,90,1500,0.08,12.98,-0.49,-6.30,38.52
42470,90,1500,-0.55,12.98,-0.48,-6.24,38.52
42741,90,1500,-0.02,12.98,-0.48,-6.18,38.52
43012,90,1500,1.44,12.98,-0.49,-6.32,38.51
43282,90,1500,-0.17,12.98,-0.48,-6.26,38.50
43553,90,1500,-0.48,12.98,-0.49,-6.30,38.50
43824,90,1500,-0.52,12.98,-0.48,-6.23,38.50
44095,90,1500,-0.48,12.98,-0.48,-6.28,38.48
44365,90,1500,-0.20,12.98,-0.48,-6.22,38.47
44637,90,1500,-0.46,12.98,-0.48,-6.26,38.46
44907,90,1500,-0.15,12.98,-0.49,-6.30,38.45
45178,90,1500,-0.28,12.98,-0.47,-6.14,38.44
45449,90,1500,-0.48,12.98,-0.48,-6.19,38.43
45719,90,1500,-0.45,12.98,-0.47,-6.14,38.42
45990,90,1500,0.12,12.98,-0.48,-6.19,38.41
46261,90,1500,-0.53,12.98,-0.47,-6.14,38.41
46532,90,1500,0.01,12.98,-0.48,-6.19,38.40
46802,90,1500,-0.54,12.98,-0.47,-6.14,38.40
47074,90,1500,-0.18,12.98,-0.47,-6.09,38.39
47344,90,1500,-0.48,12.98,-0.46,-5.95,38.39
47616,90,1500,-0.15,12.98,-0.46,-6.02,38.39
47886,90,1500,-0.24,12.98,-0.47,-6.08,38.37
48157,90,1500,-0.37,12.98,-0.47,-6.04,38.37
48428,90,1500,-0.34,12.98,-0.46,-6.01,38.37
48698,90,1500,-0.14,12.98,-0.47,-6.07,38.36
48969,90,1500,-0.16,12.98,-0.46,-6.03,38.36
49240,90,1500,-0.41,12.98,-0.47,-6.09,38.35
49511,90,1500,-0.28,12.98,-0.46,-5.96,38.34
49781,90,1500,-0.10,12.98,-0.46,-6.02,38.32
50053,90,1500,-0.22,12.98,-0.46,-5.99,38.31
50323,90,1500,-0.57,12.98,-0.46,-5.96,38.30
50594,90,1500,-0.75,12.98,-0.46,-5.93,38.29
50865,90,1500,0.02,12.98,-0.46,-5.91,38.29
51136,90,1500,-0.39,12.98,-0.46,-5.98,38.28
51406,90,1500,0.15,12.98,-0.47,-6.04,38.27
51677,90,1500,-0.52,12.98,-0.46,-6.01,38.27
51948,90,1500,-0.18,12.98,-0.47,-6.07,38.26
52218,90,1500,-0.28,12.98,-0.46,-6.03,38.26
52490,90,1500,0.00,12.98,-0.47,-6.09,38.25
52760,90,1500,-0.55,12.98,-0.46,-5.96,38.25
53031,90,1500,-0.07,12.98,-0.46,-6.02,38.25
53302,90,1500,-0.22,12.97,-0.46,-5.99,38.24
53573,90,1500,-0.42,12.98,-0.48,-6.25,38.23
53843,90,1500,-0.15,12.98,-0.48,-6.28,38.21
54115,90,1500,0.05,12.98,-0.49,-6.32,38.20
54385,90,1500,-0.71,12.98,-0.49,-6.35,38.19
54657,90,1500,-0.02,12.98,-0.49,-6.38,38.18
54927,90,1500,-0.06,12.98,-0.49,-6.31,38.17
55198,90,1500,-0.37,12.98,-0.48,-6.25,38.16
55469,90,1500,-0.33,12.98,-0.48,-6.29,38.15
55740,90,1500,-0.22,12.98,-0.49,-6.32,38.14
56010,90,1500,-0.09,12.98,-0.49,-6.35,38.14
56282,90,1500,-0.47,12.98,-0.48,-6.29,38.13
56552,90,1500,-0.06,12.98,-0.48,-6.23,38.13
56822,90,1500,-0.46,12.98,-0.48,-6.17,38.12
57094,90,1500,-0.57,12.98,-0.48,-6.22,38.10
57364,90,1500,-0.01,12.98,-0.48,-6.16,38.10
57635,90,1500,2.69,12.98,-0.47,-6.12,38.09
57906,90,1500,-0.03,12.98,-0.47,-6.07,38.07
58177,90,1500,-0.68,12.98,-0.47,-6.13,38.06
58447,90,1500,-0.38,12.98,-0.48,-6.28,38.06
58719,90,1500,-0.77,12.98,-0.49,-6.31,38.05
58989,90,1500,-0.27,12.98,-0.49,-6.35,38.04
59260,90,1500,-0.11,12.98,-0.48,-6.28,38.03
59531,90,1500,-0.43,12.98,-0.49,-6.32,38.02
59801,90,1500,-0.40,12.98,-0.48,-6.25,38.01
60072,90,1500,0.19,12.98,-0.48,-6.19,38.01
60343,90,1500,-0.53,12.98,-0.47,-6.14,38.00
60614,90,1500,-0.48,12.98,-0.48,-6.19,37.99
60884,90,1500,0.01,12.98,-0.47,-6.14,37.99
61156,90,1500,-0.36,12.98,-0.47,-6.09,37.98
61426,90,1500,2.04,12.98,-0.44,-5.76,37.98
61698,90,1500,-0.78,12.98,-0.44,-5.76,37.98
61968,90,1500,-0.67,12.98,-0.44,-5.75,37.97
62239,90,1500,-0.30,12.98,-0.45,-5.84,37.97
62510,90,1500,-0.47,12.98,-0.45,-5.82,37.95
62781,90,1500,0.00,12.98,-0.45,-5.90,37.95
63051,90,1500,-0.78,12.98,-0.46,-5.98,37.95
63322,90,1500,-0.07,12.98,-0.47,-6.04,37.94
63593,90,1500,-0.10,12.98,-0.46,-6.01,37.92
63863,90,1500,-0.53,12.98,-0.47,-6.07,37.93
64135,90,1500,-0.36,12.98,-0.47,-6.13,37.91
64405,90,1500,-0.08,12.98,-0.48,-6.27,37.90
64676,90,1500,-0.47,12.98,-0.48,-6.21,37.89
64947,90,1500,-0.95,12.98,-0.47,-6.16,37.89
65218,90,1500,-0.73,12.98,-0.48,-6.21,37.88
65760,91,1505,-1.09,12.98,-0.48,-6.29,37.86
66030,91,1505,-0.66,12.98,-0.48,-6.23,37.86
66300,91,1505,-0.98,12.98,-0.48,-6.18,37.85
66572,91,1505,-0.92,12.98,-0.47,-6.13,37.85
66842,91,1505,-1.29,12.98,-0.48,-6.18,37.83
67113,91,1505,-0.58,12.98,-0.47,-6.13,37.83
67384,91,1505,-1.12,12.98,-0.47,-6.08,37.81
67655,91,1505,-0.90,12.98,-0.47,-6.04,37.81
67926,91,1505,-0.11,12.98,-0.46,-6.01,37.81
68196,91,1505,-0.38,12.98,-0.46,-5.97,37.81
68467,91,1505,-0.48,12.98,-0.46,-5.94,37.81
68738,91,1505,0.08,12.98,-0.46,-5.92,37.81
69009,91,1505,-0.51,12.98,-0.46,-5.99,37.81
69279,91,1505,-0.24,12.98,-0.46,-5.96,37.81
69551,91,1505,-0.22,12.98,-0.46,-5.93,37.81
69821,91,1505,-0.68,12.98,-0.45,-5.81,37.81
70092,91,1505,-1.23,12.98,-0.45,-5.80,37.81
70363,91,1505,-0.69,12.98,-0.45,-5.88,37.81
70634,91,1505,-0.93,12.98,-0.45,-5.86,37.81
70904,91,1505,-0.48,12.98,-0.45,-5.84,37.81
71175,91,1505,-0.31,12.98,-0.46,-5.92,37.81
71446,91,1505,0.05,12.98,-0.45,-5.90,37.81
71716,91,1505,-0.52,12.98,-0.46,-5.97,37.79
71988,91,1505,-0.37,12.98,-0.46,-5.94,37.80
72258,91,1505,0.03,12.98,-0.46,-5.92,37.80
72529,91,1505,-0.54,12.98,-0.46,-5.99,37.80
72800,91,1505,-0.20,12.98,-0.47,-6.15,37.80
73071,91,1505,-0.03,12.98,-0.48,-6.20,37.80
73341,91,1505,-0.39,12.98,-0.47,-6.15,37.80
73613,91,1505,-0.45,12.98,-0.48,-6.20,37.80
73883,91,1505,-0.01,12.98,-0.47,-6.14,37.80
74155,91,1505,-0.30,12.98,-0.48,-6.19,37.80
74425,91,1505,-0.40,12.98,-0.48,-6.24,37.80
74695,91,1505,-0.20,12.98,-0.48,-6.18,37.80
74967,91,1505,0.07,12.98,-0.47,-6.13,37.80
75237,91,1505,-0.53,12.98,-0.48,-6.18,37.80
75508,91,1505,-0.07,12.98,-0.47,-6.13,37.80
75779,91,1505,-0.02,12.98,-0.47,-6.09,37.80
76050,91,1505,-0.75,12.98,-0.47,-6.14,37.79
76320,91,1505,0.04,12.98,-0.48,-6.29,37.79
76592,91,1505,-0.25,12.98,-0.48,-6.23,37.79
76862,91,1505,-0.58,12.98,-0.49,-6.37,37.78
77133,91,1505,-0.02,12.98,-0.49,-6.30,37.77
77404,91,1505,-0.39,12.98,-0.48,-6.23,37.76
77674,91,1505,-0.10,12.98,-0.48,-6.28,37.75
77945,91,1505,-0.61,12.98,-0.48,-6.22,37.74
78216,91,1505,-0.02,12.98,-0.47,-6.16,37.74
78487,91,1505,-0.54,12.98,-0.49,-6.31,37.73
78757,91,1505,-0.17,12.98,-0.48,-6.24,37.72
79029,91,1505,-0.47,12.98,-0.48,-6.19,37.72
79299,91,1505,-0.11,12.98,-0.48,-6.23,37.71
79570,91,1505,-0.65,12.97,-0.48,-6.27,37.71
79841,91,1505,-0.02,12.97,-0.48,-6.21,37.70
80112,91,1505,-0.41,12.97,-0.48,-6.25,37.70
80382,91,1505,-0.31,12.98,-0.48,-6.20,37.70
80654,91,1505,-0.39,12.98,-0.47,-6.15,37.70
80924,91,1505,-0.07,12.98,-0.48,-6.19,37.69
81196,91,1505,-0.42,12.98,-0.48,-6.24,37.69
81466,91,1505,-0.38,12.98,-0.48,-6.18,37.67
81737,91,1505,-0.07,12.98,-0.49,-6.32,37.66
82008,91,1505,-0.46,12.98,-0.48,-6.16,37.65
82279,91,1505,-0.01,12.97,-0.48,-6.21,37.64
82549,91,1505,-0.80,12.97,-0.48,-6.25,37.63
82820,91,1505,0.35,12.97,-0.48,-6.20,37.62
83091,91,1505,-0.68,12.97,-0.48,-6.24,37.61
83361,91,1505,-0.31,12.97,-0.48,-6.28,37.60
83633,91,1505,-0.27,12.97,-0.48,-6.22,37.59
83903,91,1505,-0.25,12.97,-0.48,-6.17,37.59
84174,91,1505,-0.29,12.98,-0.48,-6.21,37.58
84445,91,1505,-0.83,12.98,-0.47,-6.06,37.58
84716,91,1505,-1.32,12.98,-0.46,-6.03,37.56
84986,91,1505,-1.15,12.98,-0.48,-6.18,37.56
85258,91,1505,-1.54,12.98,-0.49,-6.33,37.55
85528,91,1505,-0.83,12.98,-0.48,-6.26,37.54
85799,91,1505,-1.91,12.98,-0.48,-6.20,37.54
86070,91,1505,-1.04,12.98,-0.47,-6.15,37.52
86340,91,1505,-1.13,12.98,-0.48,-6.20,37.51
86611,91,1505,-0.56,12.98,-0.48,-6.24,37.50
86882,91,1505,-0.69,12.98,-0.49,-6.38,37.49
87153,91,1505,-0.40,12.98,-0.49,-6.41,37.48
87424,91,1505,-0.50,12.98,-0.50,-6.53,37.47
87695,91,1505,-0.07,12.98,-0.50,-6.54,37.46
87965,91,1505,-0.40,12.98,-0.50,-6.45,37.46
88236,91,1505,-0.09,12.98,-0.49,-6.37,37.45
88507,91,1505,-0.41,12.98,-0.49,-6.40,37.45
88777,91,1505,-0.20,12.98,-0.50,-6.42,37.44
89049,91,1505,-0.28,12.98,-0.48,-6.25,37.42
89319,91,1505,-0.19,12.98,-0.48,-6.29,37.42
89590,91,1505,-0.46,12.98,-0.48,-6.23,37.42
89861,91,1505,-0.18,12.98,-0.48,-6.27,37.42
90132,91,1505,-0.44,12.98,-0.48,-6.21,37.41
90402,91,1505,-0.79,12.98,-0.48,-6.26,37.41
90673,91,1505,-1.22,12.98,-0.48,-6.29,37.41
90944,91,1505,-1.14,12.98,-0.49,-6.33,37.40
91214,91,1505,-1.14,12.98,-0.48,-6.17,37.38
91486,91,1505,-0.62,12.98,-0.47,-6.12,37.38
91756,91,1505,-0.50,12.98,-0.48,-6.17,37.38
92027,91,1505,-0.16,12.98,-0.47,-6.12,37.39
92299,91,1505,-0.14,12.98,-0.47,-6.08,37.37
92569,91,1505,-0.23,12.98,-0.47,-6.13,37.36
92840,91,1505,-0.29,12.98,-0.46,-5.99,37.35
93111,91,1505,-0.19,12.98,-0.47,-6.06,37.34
93381,91,1505,-0.23,12.98,-0.46,-5.92,37.33
93652,91,1505,-0.25,12.98,-0.48,-6.19,37.33
93923,91,1505,-0.21,12.98,-0.47,-6.14,37.32
94194,91,1505,-0.30,12.98,-0.47,-6.09,37.31
94465,91,1505,-0.12,12.98,-0.46,-5.95,37.31
94736,91,1505,-0.35,12.98,-0.46,-6.02,37.30
95006,91,1505,-0.30,12.98,-0.45,-5.89,37.30
95277,91,1505,0.00,12.98,-0.45,-5.87,37.30
95548,91,1505,-0.30,12.98,-0.45,-5.85,37.29
95818,91,1505,-0.28,12.98,-0.45,-5.83,37.29
96090,91,1505,-0.34,12.98,-0.44,-5.72,37.29
96360,91,1505,-0.26,12.98,-0.45,-5.81,37.28
96631,91,1505,-0.28,12.98,-0.45,-5.80,37.28
96902,91,1505,-0.28,12.98,-0.44,-5.69,37.27
97173,91,1505,-0.23,12.98,-0.45,-5.79,37.25
97443,91,1505,-0.45,12.98,-0.45,-5.78,37.25
97714,91,1505,0.05,12.98,-0.45,-5.86,37.24
97985,91,1505,-0.43,12.98,-0.46,-5.94,37.24
98255,91,1505,-0.38,12.98,-0.46,-6.01,37.23
98527,91,1505,0.01,12.98,-0.47,-6.07,37.22
98798,91,1505,-0.60,12.98,-0.47,-6.13,37.21
99068,91,1505,-0.31,12.98,-0.46,-5.99,37.20
99340,91,1505,-0.07,12.98,-0.46,-5.96,37.19
99610,91,1505,-0.26,12.98,-0.46,-6.03,37.19
99881,91,1505,-0.37,12.98,-0.46,-5.99,37.18
100152,91,1505,-0.37,12.98,-0.47,-6.06,37.17
100423,91,1505,0.19,12.97,-0.47,-6.11,37.17
100694,91,1505,-0.51,12.97,-0.48,-6.17,37.16
100965,91,1505,1.54,12.97,-0.49,-6.31,37.16
101235,91,1505,0.54,12.97,-0.49,-6.34,37.16
101506,91,1505,-1.05,12.98,-0.50,-6.47,37.15
101777,91,1505,-0.42,12.98,-0.50,-6.49,37.15
102047,91,1505,-0.37,12.98,-0.49,-6.31,37.15
102319,91,1505,-0.47,12.98,-0.48,-6.25,37.13
102589,91,1505,-0.45,12.97,-0.48,-6.28,37.12
102860,91,1505,0.10,12.97,-0.49,-6.32,37.10
103131,91,1505,-0.49,12.97,-0.48,-6.26,37.09
103402,91,1505,-0.37,12.97,-0.48,-6.20,37.08
103672,91,1505,-0.04,12.97,-0.47,-6.15,37.07
103943,91,1505,-0.37,12.97,-0.48,-6.20,37.06
104214,91,1505,-0.29,12.97,-0.48,-6.24,37.06
104484,91,1505,-0.19,12.97,-0.48,-6.28,37.05
104756,91,1505,1.38,12.97,-0.46,-6.03,37.04
105026,91,1505,-0.57,12.97,-0.46,-5.99,37.04
105297,91,1505,-0.76,12.97,-0.47,-6.15,37.03
105568,91,1505,0.30,12.97,-0.47,-6.10,37.03
105839,91,1505,-1.04,12.97,-0.46,-5.97,37.02
106109,91,1505,0.19,12.97,-0.46,-5.94,37.02
106380,91,1505,-0.56,12.97,-0.46,-5.91,37.02
106651,91,1505,0.09,12.97,-0.45,-5.89,37.01
106921,91,1505,-0.63,12.97,-0.45,-5.87,37.01
107193,91,1505,-0.11,12.98,-0.45,-5.85,37.01
107463,91,1505,-0.36,12.98,-0.46,-6.02,36.99
107735,91,1505,0.01,12.98,-0.46,-5.99,36.99
108005,91,1505,-0.47,12.98,-0.46,-5.96,36.98
108276,91,1505,-0.09,12.98,-0.46,-5.93,36.96
108547,91,1505,-0.57,12.98,-0.46,-5.90,36.95
108817,91,1505,-0.01,12.98,-0.46,-5.98,36.94
109088,91,1505,-0.30,12.98,-0.47,-6.04,36.93
109359,91,1505,-0.38,12.98,-0.47,-6.10,36.93
109630,91,1505,-0.16,12.98,-0.47,-6.16,36.92
109900,91,1505,-0.09,12.98,-0.47,-6.11,36.91
110172,91,1505,-0.33,12.98,-0.47,-6.07,36.90
110442,91,1505,-0.13,12.98,-0.46,-5.93,36.90
110713,91,1505,-0.26,12.98,-0.46,-6.00,36.89
110984,91,1505,-0.12,12.98,-0.47,-6.07,36.89
111254,91,1505,-0.23,12.98,-0.47,-6.12,36.87
111525,91,1505,-0.26,12.98,-0.47,-6.08,36.87
111796,91,1505,-0.08,12.98,-0.47,-6.14,36.87
112067,91,1505,-0.35,12.98,-0.48,-6.28,36.85
112337,91,1505,-0.44,12.98,-0.48,-6.22,36.84
112609,91,1505,0.23,12.98,-0.48,-6.17,36.83
112879,91,1505,-0.65,12.98,-0.49,-6.31,36.81
113150,91,1505,0.00,12.98,-0.49,-6.34,36.80
113421,91,1505,-0.41,12.98,-0.48,-6.28,36.80
113692,91,1505,-0.27,12.97,-0.48,-6.22,36.79
113963,91,1505,-0.32,12.97,-0.47,-6.16,36.78
114233,91,1505,0.02,12.97,-0.48,-6.21,36.77
114504,91,1505,-0.47,12.97,-0.48,-6.25,36.77
114775,91,1505,-0.22,12.97,-0.48,-6.19,36.76
115046,91,1505,-0.11,12.97,-0.47,-6.05,36.74
115316,91,1505,0.02,12.97,-0.46,-6.01,36.74
115588,91,1505,-0.86,12.97,-0.47,-6.07,36.74
115858,91,1505,1.36,12.97,-0.47,-6.03,36.72
116129,91,1505,-0.61,12.97,-0.47,-6.09,36.72
116400,91,1505,-0.53,12.97,-0.47,-6.05,36.72
116671,91,1505,-0.01,12.97,-0.46,-6.01,36.72
116941,91,1505,-0.10,12.97,-0.46,-5.98,36.70
117213,91,1505,-0.64,12.97,-0.47,-6.05,36.71
117483,91,1505,-0.13,12.97,-0.47,-6.11,36.69
117754,91,1505,0.02,12.97,-0.47,-6.06,36.68
118025,91,1505,-0.56,12.97,-0.46,-6.02,36.67
118295,91,1505,-0.43,12.97,-0.47,-6.09,36.66
118566,91,1505,0.12,12.97,-0.47,-6.05,36.65
118837,91,1505,-0.56,12.98,-0.47,-6.10,36.65
119108,91,1505,-0.02,12.97,-0.47,-6.16,36.64
119378,91,1505,2.75,12.97,-0.48,-6.21,36.63
119650,91,1505,-1.19,12.97,-0.47,-6.15,36.63
119921,91,1505,-0.58,12.97,-0.47,-6.10,36.62
120192,91,1505,-0.22,12.97,-0.47,-6.06,36.62
120463,91,1505,-0.32,12.97,-0.46,-5.93,36.61
120733,91,1505,-0.52,12.97,-0.46,-6.00,36.61
121004,91,1505,-0.12,12.97,-0.46,-5.97,36.61
121275,91,1505,-0.14,12.97,-0.45,-5.84,36.60
121546,91,1505,-0.65,12.97,-0.46,-5.92,36.60
121817,91,1505,-0.05,12.97,-0.45,-5.90,36.60
122088,91,1505,-0.20,12.97,-0.45,-5.87,36.58
122358,91,1505,-0.23,12.97,-0.45,-5.85,36.57
122629,91,1505,-0.47,12.97,-0.46,-6.03,36.56
122900,91,1505,-0.17,12.97,-0.47,-6.09,36.54
123170,91,1505,-0.27,12.97,-0.47,-6.05,36.53
123442,91,1505,-0.27,12.97,-0.46,-6.01,36.52
123712,91,1505,-0.23,12.97,-0.47,-6.07,36.52
123983,91,1505,-0.25,12.97,-0.47,-6.13,36.51
124254,91,1505,-0.28,12.97,-0.47,-6.08,36.50
124525,91,1505,-0.20,12.97,-0.47,-6.14,36.49
124795,91,1505,-0.26,12.97,-0.48,-6.19,36.49
125066,91,1505,-0.39,12.97,-0.47,-6.14,36.48
125337,91,1505,-0.25,12.97,-0.48,-6.19,36.48
125879,92,1511,-0.28,12.97,-0.47,-6.09,36.46
126149,92,1511,-0.33,12.97,-0.47,-6.15,36.46
126420,92,1511,-0.15,12.97,-0.48,-6.20,36.44
126691,92,1511,-0.37,12.97,-0.47,-6.14,36.44
126962,92,1511,-0.19,12.97,-0.47,-6.10,36.43
127233,92,1511,-0.27,12.97,-0.47,-6.15,36.43
127503,92,1511,-0.09,12.97,-0.48,-6.20,36.43
127774,92,1511,-0.53,12.97,-0.47,-6.15,36.42
